21529|6911561|722513|12167|6911561|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|GORDITAS MAGO||722513|Restaurantes con servicio de preparación de antojitos|0 a 5 personas|CALLE|CANARIO|2||2|COLONIA|INFONAVIT PILAR BLANCO|||20289|1744|010||||2019-11|21.85090058|-102.29989584||ANDADOR|CODORNIZ|ANDADOR|GORRION|ANDADOR|CODORNIZ|01001722513015021000000000U5
21529|10765|722512|12168|10765|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|MARISCOS MAGO||722512|Restaurantes con servicio de preparación de pescados y mariscos|0 a 5 personas|AVENIDA|SIGLO XXI|601|||FRACCIONAMIENTO|OJO CALIENTE SECC III|||20196|2634|014||||2010-07|21.87646204|-102.24683040||CALLE|LA BARRANCA|CALLE|EL MOCHO|CALLE|OCOTE|01001722219000591000000000U8
21529|7066263|722513|12169|7066263|01|AGUASCALIENTES|001|Aguascalientes|0315|Peñuelas (El Cienegal)|POZOLE MAGA||722513|Restaurantes con servicio de preparación de antojitos|0 a 5 personas|CALLE|LAZARO CARDENAS|226||0|LOCALIDAD|PEÑUELAS (EL CIENEGAL)|||20340|1763|020||||2019-11|21.72619104|-102.27323530||CALLE|FRANCISCO I. MADERO|CALLE|EMILIANO ZAPATA|CALLE|FRANCISCO VILLA|01001722513015831000000000U7
21529|23328|812110|12170|23328|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|ESTETICA MAGA||812110|Salones y clínicas de belleza y peluquerías|0 a 5 personas|CALLE|PIMENTEL|143||0|COLONIA|OBRAJE|||20230|0854|013||||2010-07|21.87452137|-102.29647930||CALLE|JOSE MARIA CHAVEZ|CALLE|GALEANA SUR|CALLE|IGNACIO T. CHÁVEZ|01001812110014131000000000U9
21529|5807|812110|12171|5807|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|ESTÉTICA MAGO||812110|Salones y clínicas de belleza y peluquerías|0 a 5 personas|CALLE|TAMAULIPAS|217||0|FRACCIONAMIENTO|OJO DE AGUA INFONAVIT|||20265|2117|016|4499787679|||2010-07|21.86357745|-102.28102621||ANDADOR|PLAZA HERMENEGILDO J. ALDAMA|ANDADOR|PLAZA BLAS CHUMACERO|CALLE|SINALOA|01001467115001231000000000U9
21529|6963|812110|12172|6963|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|ESTETICA Y PELUQUERIA DON MAGO||812110|Salones y clínicas de belleza y peluquerías|0 a 5 personas|AVENIDA|CONVENCION|1707|||COLONIA|FRACC INSURGENTES|||20287|2206|027||||2010-07|21.85046171|-102.30521606||CALLE|LICENCIADO LUIS CABRERA|CALLE|INGENIERO PASTOR ROUALX|CALLE|ABRAHAM GONZÁLEZ|01001812110000161000000000U2
21529|39752|811121|12173|39752|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|HOJALATERÍA Y PINTURA EL MAGO||811121|Hojalatería y pintura de automóviles y camiones|0 a 5 personas|CALLE|ASIENTOS|203|||COLONIA|SAN JOSE DEL ARENAL|||20130|2278|037||||2014-12|21.90595917|-102.30305736||CALLE|PABELLON DE ARTEAGA|CALLE|RINCON DE ROMOS|CALLE|SAN ANTONIO DE LOS HORCONES|01001811121003521000000000U2
21529|11809|811111|12174|11809|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|PROCESOS INTEGRALES INDUSTRIALES MAGA|PROCESOS INTEGRALES INDUSTRIALES MAGA SA DE CV|811111|Reparación mecánica en general de automóviles y camiones|6 a 10 personas|AVENIDA|SIGLO XXI|6537|||EJIDO|SALTO DE OJOCALIENTE|||20263|1710|031||PIIMAGA01@HOTMAIL.COM||2010-07|21.86548641|-102.24677109||CALLE|FRANCISCO VILLA|CALLE|VENUSTIANO CARRANZA|CALLE|EMILIANO ZAPATA|01001811111006583000000000M0
21529|41543|811499|12175|41543|01|AGUASCALIENTES|003|Calvillo|0001|Calvillo|TALLER DE COSTURA MAGO||811499|Reparación y mantenimiento de otros artículos para el hogar y personales|0 a 5 personas|CALLE|ARTICULO 115 DE LA CONSTITUCION|802||0|COLONIA|CENTRO|||20800|0204|044|4951215978|||2014-12|21.84562228|-102.71327649||PRIVADA|CUAUHTEMOC|PRIVADA|ARTICULO 115 DE LA CONSTITUCION|CALLE|JESÚS GÓMEZ PORTUGAL|01003811499000071000000000U7
21529|138556|312112|12176|138556|02|BAJA CALIFORNIA|004|Tijuana|0001|Tijuana|AGUA PURIFICADA MAGO||312112|Purificación y embotellado de agua|6 a 10 personas|AVENIDA|LAZARO CARDENAS|22712||0|COLONIA|EJIDO MATAMOROS|||22204|2452|041|6641140711|||2010-07|32.52276127|-116.86126849||CALLE|OCTAVA|CALLE|NOVENA|AVENIDA|ABELARDO L. RODRÍGUEZ|02004312112000311001000000U7
21529|100744|337120|12177|100744|02|BAJA CALIFORNIA|001|Ensenada|0001|Ensenada|CARPINTERIA MAGO||337120|Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería|0 a 5 personas|CALLE|DE LA ROSA|0||0|COLONIA|MANUEL MARQUEZ DE LEON|||22850|7894|032||||2014-12|31.86364785|-116.57538985||CALLE|DE LA AZUCENA|CALLE|B|CALLE|DE LA GLADIOLA|02001461110032711010000000U9
