32513|6420244|517311|43768|6420244|14|JALISCO|096|Tizapán el Alto|0001|Tizapán el Alto|TV REY DE OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|NINGUNO|32|||COLONIA|CENTRO|||49400|0272|008|3535324401|VENUSTIANOCARRANZA@MAIL.TVREY.COM.MX|WWW.TVREY.COM.MX|2010-07|20.16211094|-103.04475373||CALLE|CONSTITUCIÓN|AVENIDA|NACIONAL|CALLE|DURAZNO|14096517112000021000007671S7
32513|9274464|517311|43769|9274464|14|JALISCO|069|Quitupan|0001|Quitupan|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|Ornelas|8||0|COLONIA|CENTRO|||49570|0114|012|||WWW.TVREY.COM.MX|2020-11|19.92738835|-102.87267945||CALLE|Libertad Oriente|CALLE|5 de Mayo|CALLE|Miguel Hidalgo|14069517311000021000007671S9
32513|9274465|517311|43770|9274465|14|JALISCO|120|Zapopan|0001|Zapopan|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|AVENIDA|Lázaro Cárdenas|3675||0|COLONIA|CHAPALITA|||45040|0547|034|||WWW.TVREY.COM.MX|2020-11|20.66943377|-103.40291067||CALLE|San Gilberto|CALLE|San Dionisio|CALLE|Santa Beatriz|14120517311000281000007671S3
32513|9308916|517311|43771|9308916|14|JALISCO|059|Mazamitla|0001|Mazamitla|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|GALEANA|57||0|COLONIA|CENTRO|||49500|0071|009|||WWW.TVREY.COM.MX|2020-11|19.92045734|-103.01899181||CALLE|5|CALLE|5|CALLE|5|14059517311000061000007671S9
32513|9274356|517311|43772|9274356|14|JALISCO|112|Valle de Juárez|0001|Valle de Juárez|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|Luis Curiel Medellín|73||0|COLONIA|CENTRO|||49540|0051|016|||WWW.TVREY.COM.MX|2020-11|19.93313638|-102.94519308||CALLE|Ignacio Aldama|CALLE|Morelos|CALLE|5 de Febrero|14112517311000021000007671S7
32513|9274357|517311|43773|9274357|14|JALISCO|057|La Manzanilla de la Paz|0001|La Manzanilla de la Paz|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|Juárez|102||0|COLONIA|CENTRO|||49460|0058|014|||WWW.TVREY.COM.MX|2020-11|20.00432724|-103.15597681||CALLE|Josefa Ortiz de Domínguez|CALLE|Guerrero|CALLE|Colón|14057517311000021000007671S4
32513|9274358|517311|43774|9274358|14|JALISCO|026|Concepción de Buenos Aires|0001|Concepción de Buenos Aires|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|Álvaro Obregón Norte|1||0|COLONIA|CENTRO|||49170|0051|026|||WWW.TVREY.COM.MX|2020-11|19.97920175|-103.26143263||CALLE|Constitución Poniente|CALLE|Corona Poniente|CALLE|Juárez Norte|14026517311000031000007671S9
32513|9274359|517311|43775|9274359|14|JALISCO|096|Tizapán el Alto|0001|Tizapán el Alto|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|NACIONAL|32||0|COLONIA|CENTRO|||49400|0272|008|||WWW.TVREY.COM.MX|2020-11|20.16212132|-103.04481338||CALLE|5|CALLE|5|CALLE|5|14096517311000021000007671S2
32513|9306578|517311|43776|9306578|16|MICHOACÁN DE OCAMPO       |076|Sahuayo|0001|Sahuayo de Morelos|ESTACIONAMIENTO TV REY|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|BOULEVARD|LAZARO CARDENAS SUR||||COLONIA|CENTRO|||59000|0086|024||||2020-11|20.05488752|-102.71617678||PRIVADA|NINGUNO|CALLE|GUSTAVO DIAZ ORDAZ|CALLE|DÁMASO CÁRDENAS|16076517311000071000000000U0
32513|2688845|517311|43777|2688845|16|MICHOACÁN DE OCAMPO       |103|Venustiano Carranza|0007|La Palma (La Palma de Jesús)|TV REY|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|DÁMASO CÁRDENAS|5|||COLONIA|CENTRO||||009A|017||||2010-07|20.14958828|-102.75988328||CALLE|ALDAMA|CALLE|VICENTE GUERRERO|AVENIDA|HIDALGO|16103517112000021000000000U9
