16210|1124441|811312|16689|1124441|11|GUANAJUATO|027|Salamanca|0001|Salamanca|MECANICA INDUSTRIAL DELTA|METAL MECANICA DELTA S DE RL DE CV|811312|Reparación y mantenimiento de maquinaria y equipo industrial|6 a 10 personas|CALLE|VERBENA||||COLONIA|AMPL SAN JOSE|||36775|1068|021|4646487046|||2010-07|20.54200539|-101.19521025||BOULEVARD|LIBRAMIENTO SUR|CALLE|GERANIO|CALLE|GERANIO|11027811312000202001000000U0
16211|2625254|468411|16690|2625254|16|MICHOACÁN DE OCAMPO       |053|Morelia|0001|Morelia|GRUPO ALVARIA, S.A. DE C.V.|GRUPO ALVARIA SA DE CV|468411|Comercio al por menor de gasolina y diesel|11 a 30 personas|AVENIDA|ATECUARO|200|||COLONIA|LOMA LARGA|||58095|3813|009||ALVARIA08@GMAIL.COM||2014-12|19.65474786|-101.20224820||CALLE|LA ATECUARO|CALLE|EFREEN MONTIEL|CALLE|NINGUNO|16053468411000603000000000U6
16214|7981291|435313|16691|7981291|24|SAN LUIS POTOSÍ        |028|San Luis Potosí|0001|San Luis Potosí|ORGYMET PROVEEDOR MEDICO DENTAL|ORGYMET SA DE CV|435313|Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio|0 a 5 personas|PRIVADA|PLAZA LAS PALOMAS|430|||BARRIO|TEQUISQUIAPAN|||78230|1984|015|4448442180|ORGYMETVENTAS@GMAIL.COM|WWW.ORGYMET.COM.MX|2019-11|22.15332830|-100.98570322||CALLE|GENERAL MARIANO ARISTA|CALLE|NICOLAS ZAPATA|CALLE|RINCONADA DE LOS FRESNOS|24028435313000641000000000S6
16215|6150049|236212|16692|6150049|24|SAN LUIS POTOSÍ        |028|San Luis Potosí|0001|San Luis Potosí|FRESAN INGENIEROS SA DE CV|FRESAN INGENIEROS SA DE CV|236212|Supervisión de edificación de naves y plantas industriales|51 a 100 personas|CALLE|EJE 136|250|||ZONA INDUSTRIAL|ZONA INDUSTRIAL||136|78395|2785|004|4448302064|CONTABILIDAD@FRINSA.COM|WWW.FRINSA.COM|2011-03|22.06046529|-100.87954978||AVENIDA|COMISION FEDERAL DE ELECTRICIDAD|AVENIDA|PEMEX|CALLE|EJE 134|24028236212000045000000000U5
16215|3720350|811312|16693|3720350|24|SAN LUIS POTOSÍ        |028|San Luis Potosí|0001|San Luis Potosí|FRESAN INGENIEROS|FRESAN INGENIEROS SA DE CV|811312|Reparación y mantenimiento de maquinaria y equipo industrial|0 a 5 personas|CALLE|EJE 136|250|||COLONIA|ZONA INDUSTRIAL||||2785|004||||2014-12|22.06035737|-100.87978589||AVENIDA|COMISION FEDERAL DE ELECTRICIDAD|AVENIDA|PEMEX|CALLE|EJE 134|24028236221001041000000000U4
16219|22845|468311|16694|22845|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|MOTOPARTES|MOTOPARTES SERVICIOS Y RECICLADOS SA DE CV|468311|Comercio al por menor de motocicletas|0 a 5 personas|CALLE|GOROSTIZA|107|||COLONIA|CENTRO|||20000|0623|013|4499159563|||2010-07|21.88270928|-102.29928708||AVENIDA|GUADALUPE|CALLE|RIVERO Y GUTIERREZ|CALLE|GENERAL GUADALUPE VICTORIA|01001468311000031000000000U8
16219|124230|434314|16695|124230|02|BAJA CALIFORNIA|004|Tijuana|0001|Tijuana|SERVICIOS Y RECICLADOS MEXICO|SERVICIOS Y RECICLADOS MÉXICO S DE RL DE CV|434314|Comercio al por mayor de desechos de plástico|0 a 5 personas|CALLE|5 DE MAYO|21330|||COLONIA|LOMAS DEL MATAMOROS|||22206|3395|010||ADMINISTRACION@SERVICIOSYRECICLADOSMEXICO.COM|WWW.SERVICIOSRECICALDOSMEXICO.COM|2014-12|32.50645601|-116.97283882||CALLE|20 DE NOVIEMBRE|AVENIDA|FRANCISCO JAVIER MINA|CALLE|20 DE NOVIEMBRE|02004434314000272001000000U6
16219|8241853|434319|16696|8241853|05|COAHUILA DE ZARAGOZA|030|Saltillo|0001|Saltillo|AM SERVICIOS Y RECICLADOS INDUSTRIALES||434319|Comercio al por mayor de otros materiales de desecho|6 a 10 personas|CALLE|NINGUNO|1794|||COLONIA|PUEBLO INSURGENTES|||25100|2174|001||||2019-11|25.45211553|-101.00671894||PERIFERICO|LUIS ECHEVERRIA|CALLE|PARAISO DE LOS ÁNGELES|BOULEVARD|VITO ALESSIO ROBLES|05030434319000212000000000U3
16219|8755887|434314|16697|8755887|07|CHIAPAS|061|Ocozocoautla de Espinosa|0001|Ocozocoautla de Espinosa|MOMA RECICLADO Y SERVICIO||434314|Comercio al por mayor de desechos de plástico|0 a 5 personas|CALLE|CENTRAL SUR|0||0|BARRIO|UNION HIDALGO|||29140|0328|004|9681034349|||2019-11|16.74805058|-93.37133432||AVENIDA|DECIMA QUINTA SUR ORIENTE|AVENIDA|DECIMA CUARTA SUR ORIENTE|CALLE|CENTRAL SUR|07061434314000011000000000U3
16219|565373|434312|16698|565373|08|CHIHUAHUA|019|Chihuahua|0001|Chihuahua|RECICLADOS Y SERVICIOS|COMERCIALIZADORA DE MATERIALES Y SERVICIOS SA DE CV|434312|Comercio al por mayor de desechos de papel y de cartón|0 a 5 personas|AVENIDA|HEROICO COLEGIO MILITAR|10307|||COLONIA|CDP|||31137|4904|030|6142884365|||2014-12|28.70398097|-106.08979872||CALLE|IGNACIO RODRIGUEZ|CALLE|INTERNACIONALISMO PROLETARIO|CALLE|NINGUNO|08019434312000101000000000U3
