16147|6142443|236211|16635|6142443|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|RYD INGENIERIA DE MEXICO S. DE R.L. DE C.V.|R Y D INGENIERIA DE MEXICO |236211|Edificación de naves y plantas industriales, excepto la supervisión|11 a 30 personas|CALZADA|LUIS ECHEVERRÍA Y/O MACRISTY DE HERMOSILLO|1149|||COLONIA|REPUBLICA MEXICANA||1149||2299|003|5651465|RYDMAIL@GMAIL.COM||2010-07|32.64644487|-115.41541222||||||||02002236211000123000000000U3
16147|9300965|315229|16636|9300965|02|BAJA CALIFORNIA|004|Tijuana|0001|Tijuana|MAQUILA CORRUGADORA DE NORTE AMERICA S. DE R.L DE C.V|MAQUILA CORRUGADORA DE NORTE AMERICA S DE RL DE CV|315229|Confección en serie de otra ropa exterior de materiales textiles|0 a 5 personas|CALLE|CALLE EL SAUCE|9557|||EJIDO|FRANCISCO VILLA|||22234|4586|043||||2020-11|32.47231357|-116.87095020||CALLE|NINGUNO|CALLE|DURANGO|CALZADA|ZAPOTECA|02004315229001651000000000U4
16147|6856252|315229|16637|6856252|02|BAJA CALIFORNIA|001|Ensenada|0001|Ensenada|S & R LOGISTICA DEL PACIFICO|S & R LOGISTICA DEL PACIFICO S DE RL DE CV|315229|Confección en serie de otra ropa exterior de materiales textiles|101 a 250 personas|PRIVADA|NINGUNO|2095|||COLONIA|VALLE DORADO|||22890|795A|005||SYR.CONTABILIDADD@GMAIL.COM||2019-04|31.84596105|-116.59551353||PRIVADA|NINGUNO|PRIVADA|NINGUNO|CALLE|NINGUNO|02001315229001466000000000U3
16148|9319410|236211|16638|9319410|05|COAHUILA DE ZARAGOZA|018|Monclova|0001|Monclova|TECSA|TECNOLOGIA EN CONSTRUCCION MONCLOVA SA DE CV|236211|Edificación de naves y plantas industriales, excepto la supervisión|0 a 5 personas|CALLE|RIO CONCHOS|231|||COLONIA|DEL VALLE||0|25730|0027|040||ANTONIO.ARIZPE@YAHOO.COM.MX||2020-11|26.92962423|-101.41257660||CALLE|RIO NAZAS|CALLE|RIO MONCLOVA|CALLE|RIO AGUANAVAL|05018236211000221000000000U4
16148|6144454|236111|16639|6144454|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|CONSTRUCCIONES TECSA SA DE CV|CONSTRUCCIONES TECSA SA DE CV|236111|Edificación de vivienda unifamiliar|11 a 30 personas|OTRO (ESPECIFIQUE)|1 PONIENTE (CALZADA VALLEJO)|274||0|COLONIA|NUEVA SANTA MARIA|||02800|1237|024||JUAN.MADRIGAL@COTECSA.COM.MX||2010-07|19.48671905|-99.15075057||CALLE|PONIENTE 124|CALLE|PONIENTE 126|CALLE|NORTE 21-A|09002236111000133100000000U7
16148|9052598|238290|16640|9052598|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|TECSA|TECNICAS ESPECIALES PARA LA CONSTRUCCION SA DE CV|238290|Otras instalaciones y equipamiento en construcciones|11 a 30 personas|CALLE|HEGEL|209|||COLONIA|CHAPULTEPEC DE MORALES|||11570|0660|002||CONTACTO@TECSA.COM.MX|WWW.TECSA.COM.MX|2019-11|19.43512596|-99.18803577||AVENIDA|HOMERO|CALLE|ISAAC NEWTON|CALLE|EMERSON|09016238290000113000000000U9
16148|9345696|541330|16641|9345696|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|TECSA AUXILIAR|TECNICAS ESPECIALES PARA LA CONSTRUCCION SA DE CV|541330|Servicios de ingeniería|0 a 5 personas|CALLE|AVENA|107|||COLONIA|GRANJAS MEXICO||||0293|005|5519890033|RSALAZA@TECSA.COM.MX|WWW.TECSA.COM.MX|2021-05|19.40367786|-99.11175374||EJE VIAL|3 ORIENTE (AZUCAR)|CERRADA|PRIMERA AVENA|CALLE|AZAFRÁN|09006541330000171000000000U4
16148|6151400|237212|16642|6151400|28|TAMAULIPAS|038|Tampico|0001|Tampico|TECSA S.A. DE C.V.|TECNICAS ESPECIALIZADAS EN CONSTRUCCION SA DE CV|237212|Construcción de obras de urbanización|51 a 100 personas|CALLE|PALMA|606|EDIFICIO SIN NOMBRE|0|COLONIA|DEL BOSQUE|||89318|0143|006|8331510115|A.CANELA@TECSAMX.COM||2014-12|22.24767878|-97.87247578||AVENIDA|LAS TORRES NORTE|AVENIDA|LAS TORRES SUR|CALLE|FRESNO|28038237212000155000000000U6
16150|889694|465213|16643|889694|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|BICICLETAS BIKEDEPOT|DISTRIBUIDORA INTERBICI SA|465213|Comercio al por menor de bicicletas|0 a 5 personas|AVENIDA|SAN PABLO|1||0|COLONIA|CENTR0|||06000|0911|017|5555222454|||2014-12|19.42608418|-99.12842162||CALLE|JESUS MARIA|CALLE|TOPACIO|CALLE|REGINA|09015465213000511000000000U2
16150|1000714|465213|16644|1000714|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|DISTRIBUIDORA INTERBICI|DISTRIBUIDAORA INTERBICI SA|465213|Comercio al por menor de bicicletas|0 a 5 personas|AVENIDA|SAN PABLO|46|||COLONIA|CENTR0|||06000|0911|016|5555222454|||2010-07|19.42582922|-99.12691357||CALLE|ROLDAN|CALLE|TOPACIO|CALLE|MISIONEROS|09015465213000101001000000U2
