27844|12821|811219|53701|12821|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|MG CELULAR||811219|Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión|0 a 5 personas|AVENIDA|CONVENCION DE 1914 ORIENTE|825||0|FRACCIONAMIENTO|JESUS TERAN|||20260|091A|042|4499709242|||2010-07|21.87156936|-102.27110442||CALLE|GENERAL RODOLFO SANCHEZ TABOADA|CALLE|CUAUHTEMOC|CALLE|CARITINO MALDONADO|01001811499002271010000000U5
27844|7462229|812110|53702|7462229|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|MG PELUQUERIA||812110|Salones y clínicas de belleza y peluquerías|0 a 5 personas|BOULEVARD|LUIS DONALDO COLOSIO|400||6|RESIDENCIAL|SAN PEDRO|||20110|2386|028|4491203575|||2019-11|21.92457711|-102.31061257||CALLE|M. CORONADO|CALLE|SAN JUAN DE LOS LAGOS|CALLE|GRANEROS|01001812110038881000000000U1
27844|9154640|811311|53703|9154640|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|MG TECH|MG TECH SA DE CV|811311|Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal|0 a 5 personas|AVENIDA|LAS AMERICAS|601|||FRACCIONAMIENTO|LA FUENTE|||20239|0835|009|4499941800|||2019-11|21.87065784|-102.30209676||CALLE|REPUBLICA DE ECUADOR|CALLE|BRASILIA|CALLE|BRASILIA|01001811311000171000000000U6
27844|6905161|812110|53704|6905161|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|SALON DE BELLESA MG||812110|Salones y clínicas de belleza y peluquerías|0 a 5 personas|CALLE|BENJAMIN DE LA MORA|302|||FRACCIONAMIENTO|PANORAMA|||20040|0322|025|4491895861|||2019-11|21.88986308|-102.31580240||CALLE|J. ENCARNACION PAYEN|CALLE|JARDINES ETERNOS|CALLE|MAR MEDITERRÁNEO|01001812110028111000000000U5
27844|49971|811111|53705|49971|01|AGUASCALIENTES|005|Jesús María|0471|Miravalle [Granja]|TALLER AUTOMOTRIZ MG||811111|Reparación mecánica en general de automóviles y camiones|0 a 5 personas|CARRETERA|LOCALIDAD 800||||LOCALIDAD|JESUS MARIA|||20324|0035|800|4493291145|MANUEL.MDO.GTZ@HOTMAIL.COM||2014-12|21.95903472|-102.30212833||OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|01005811111000941000000000U7
27844|11712|811122|53706|11712|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|TAPICERIA MG||811122|Tapicería de automóviles y camiones|0 a 5 personas|AVENIDA|TECNOLOGICO|201||0|EJIDO|SALTO DE OJOCALIENTE|||20263|1710|044||||2010-07|21.87065540|-102.25039817||CALLE|CONFEDERACION NACIONAL CAMPESINA|CALLE|NINGUNO|PRIVADA|MANUEL GÓMEZ PEDROZA|01001811420001071000000000U6
27844|8737809|236221|53707|8737809|02|BAJA CALIFORNIA|005|Playas de Rosarito|0001|Playas de Rosarito|MG PROYECTOS E INFRAESTRUCTURA DEL NORTE S DE RL DE CV|MG PROYECTOS E INFRAESTRUCTURA S DE RL DE CV|236221|Edificación de inmuebles comerciales y de servicios, excepto la supervisión|11 a 30 personas|CALLE|CAMINO VECINAL |181||0|COLONIA|ROSARITO|||22710|0453|002||MGPROYECTOS@LIVE.COM||2019-11|32.33569823|-117.04735729||CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO|02005236111000063000000000U6
27844|60433|323119|53708|60433|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|LITOGRAFICA MG||323119|Impresión de formas continuas y otros impresos|0 a 5 personas|AVENIDA|PIONEROS|1148|EDIFICIO SIN NOMBRE||COLONIA|CENTRO CIVICO|||21000|4613|048|6865585130|JULIOMORALES1148@HOTMAIL.COM|WWW.FACTURACIONMG.COM|2010-07|32.63746510|-115.47229559||CALLE|CALAFIA|BOULEVARD|ANAHUAC|PRIVADA|COZUMEL|02002323119000911000000000U0
27844|128861|434211|53709|128861|02|BAJA CALIFORNIA|004|Tijuana|0001|Tijuana|MATERIALES MG||434211|Comercio al por mayor de cemento, tabique y grava|0 a 5 personas|CALLE|CANADA VERDE|13520|||COLONIA|CAMINO VERDE (CAÑADA VERDE)|||22190|4410|024||||2014-12|32.48807606|-116.97330334||CALLE|CHIAPAS|CALLE|HIDALGO|CALLE|COLIMA E.|02004434211002281000000000U3
27844|119417|433313|53710|119417|02|BAJA CALIFORNIA|004|Tijuana|0001|Tijuana|MG FITNESS||433313|Comercio al por mayor de artículos y aparatos deportivos|0 a 5 personas|AVENIDA|PASEO A PLAYAS DE TIJUANA|2290||0|SECCION|PLAYAS DE TIJUANA|||22505|1473|014|6649788294|M.GFITNESS@YAHOO.COM|WWW.MGFITNESS-TIJ.COM|2014-12|32.51567885|-117.11986188||AVENIDA|AVENIDA DE LA LLUVIA|AVENIDA|PARQUE BAJA CALIFORNIA NORTE|CALLE|CALLE DEL CANTIL|02004433313000071000000000U5
27844|8677414|461110|53711|8677414|02|BAJA CALIFORNIA|001|Ensenada|2183|Rancho Cañón Buena Vista (El Zorrillo)|ABARROTES MG||461110|Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas|0 a 5 personas|CALLE|NINGUNO||||RANCHO|CAÑON BUENA VISTA|||22790|8784|003||||2019-11|31.67393417|-116.51235271||CALLE|J. MARIA IGLESIAS|CALLE|TERCERA|CALLE|BAHÍA DEL ROSARIO|02001461110039241000000000U0
