8085|6726178|467111|3354|6726178|15|MÉXICO                      |076|San Mateo Atenco|0001|San Mateo Atenco|FERREKASA|TIENDAS MIKASA SA DE CV|467111|Comercio al por menor en ferreterías y tlapalerías|0 a 5 personas|BOULEVARD|MIGUEL ALEMAN|1304||0|COLONIA|ALVARO OBREGON|||52105|0306|020||SENDERO@FERREKASA.COM.MX||2016-01|19.28535077|-99.55567480||AVENIDA|PASEO TOLLOCAN|CALLE|MIGUEL ALEMAN|BOULEVARD|MIGUEL ALEMÁN|15076467111000821000044670S3
8085|2406336|467111|3355|2406336|15|MÉXICO                      |088|Tenancingo|0001|Tenancingo de Degollado|FERREKASA|TIENDAS MIKASA SA DE CV|467111|Comercio al por menor en ferreterías y tlapalerías|0 a 5 personas|CALLE|GUADALUPE VICTORIA SUR|313|||COLONIA|CENTRO|||52400|0063|037|7141406138|VICTORIA@FERREKASA.COM.MX|WWW.FERREKASA.COM.MX|2010-07|18.95805374|-99.59120996||CALLE|BENITO JUAREZ|CALLE|CUAUHTEMOC ORIENTE|CALLE|ITURBIDE SUR|15088467111000011001044670S6
8085|2530310|467111|3356|2530310|15|MÉXICO                      |076|San Mateo Atenco|0001|San Mateo Atenco|FERREKASA|TIENDAS MIKASA SA DE CV|467111|Comercio al por menor en ferreterías y tlapalerías|0 a 5 personas|AVENIDA|PASEO TOLLOCAN||||COLONIA|ALVARO OBREGON|||52105|0306|028||SHOP@FERREKASA.COM.MX|FERREKASA.CO.MX|2010-07|19.28580876|-99.55866271||AVENIDA|EMILIANO ZAPATA|AVENIDA|FRONTERA|CALLE|RIVA PALACIO|15076467111000341000044670S2
8085|2496817|467111|3357|2496817|15|MÉXICO                      |101|Tianguistenco|0001|Santiago Tianguistenco de Galeana|TLAPALERÍA TIENDAS MIKASA|TIENDAS MI CASA SA DE CV|467111|Comercio al por menor en ferreterías y tlapalerías|6 a 10 personas|CALLE|ALDAMA|101|||COLONIA|CENTRO|||52600|0141|011||||2010-07|19.18143252|-99.46788974||CALLE|16 DE SEPTIEMBRE|CALLE|PORTAL SANTA MARIA DEL BUEN SUCESO|CALLE|VALENTÍN GÓMEZ FARÍAS|15101467111000352001000000S5
8089|8593082|722516|3358|8593082|21|PUEBLA|119|San Andrés Cholula|0013|San Bernardino Tlaxcalancingo|RESTAURANTE THE GREEN BITE|AMERICAN MEGI ALIMENTOS S DE RL DE CV|722516|Restaurantes de autoservicio|11 a 30 personas|CALLE|PASEO SINFONIA|11|CENTRO Y PLAZA COMERCIAL||FRACCIONAMIENTO|SONATA|PLAZA ADAGIO|3|72830|0565|002||||2019-11|18.99438319|-98.27688199|CENTRO Y PLAZA COMERCIAL|BOULEVARD|AMERICA|CALLE|PASEO ÓPERA|BOULEVARD|GRAN BOULEVARD LOMAS|21119722516000583000000000S0
8091|9221022|327111|3359|9221022|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|SOLUCION INTEGRAL ANTICORROSIVA|SOLUCION INTEGRAL ANTICORROSIVA |327111|Fabricación de artículos de alfarería, porcelana y loza|0 a 5 personas|AVENIDA|LAS AMERICAS|601||504|FRACCIONAMIENTO|LA FUENTE|||20239|0835|009|4499941800|||2019-11|21.87091328|-102.30198225||CALLE|REPUBLICA DE ECUADOR|CALLE|BRASILIA|CALLE|REPÚBLICA DE NICARAGUA|01001327111000241000000000U8
8091|26061|332211|3360|26061|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|FABRICACION DE HERRAMIENTA DE CORTE|SOLUCIONES INTEGRALES PARA LA INDUSTRIA MADEDERA S DE RL DE CV|332211|Fabricación de herramientas de mano metálicas sin motor|6 a 10 personas|CALLE|PALMA|508|||FRACCIONAMIENTO|EL SOL|||20030|0356|024||SMTOOLS_3@HOTMAIL.COM|WWW.SOLIIMAD.COM.MX|2013-07|21.89545109|-102.29850226||CALLE|PROFESOR EDMUNDO GAMEZ OROZCO|PROLONGACION|GERTRUDIS BERKEFER|CALLE|ROBLE|01001332211000031001000000U4
8091|6904895|332710|3361|6904895|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|SOLUCIONES INTEGRALES DE FABRICACION||332710|Maquinado de piezas metálicas para maquinaria y equipo en general|0 a 5 personas|CALLE|NAVARRETE|1100|||FRACCIONAMIENTO|DEL VALLE SEGUNDA SECCION|||20089|0587|010|4491720821|SERGIO_ROMAN_H@HOTMAIL.COM||2019-11|21.87738793|-102.32115665||CALLE|MIGUEL ÁNGEL|CALLE|PASEO DEL RIO|CALLE|DINAMARCA|01001332710002031000000000U3
8091|8499519|437113|3362|8499519|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|ASESORES PROFECIONALES EN SOLUCIONES INTEGRALES|ASESORES PROFECIONALES EN SOLUCIONES INTEGRALES |437113|Intermediación de comercio al por mayor para productos de uso doméstico y personal, excepto a través de Internet y de otros medios electrónicos|11 a 30 personas|AVENIDA|SIGLO XXI|109|||FRACCIONAMIENTO|SAN JOSE DE POZO BRAVO|||20126|4081|004||||2019-11|21.92872316|-102.26808834||CALLE|SEÑOR DEL ENCINO|CALLE|FELIPE SERRANO|CALLE|SEÑOR DEL ENCINO|01001437113000053000000000U0
8091|6804926|435412|3363|6804926|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|GAUDI SOLUCIONES INTEGRALES|GAUDI SOLUCIONES INTEGRALES SA DE CV|435412|Comercio al por mayor de mobiliario y equipo de oficina|0 a 5 personas|AVENIDA|CONVENCION DE 1914 NORTE|1201||2|FRACCIONAMIENTO|LAS ARBOLEDAS|||20020|0290|017||GAUDISOLUCIONESINTEGRALES@GMAIL.COM|WWW.GAUDI.COM.MX|2017-11|21.89851179|-102.30082105||CALLE|ACACIA|CALLE|LIBERTAD|CALLE|MARGIL DE JESÚS|01001435412000321000000000S9
