17564|8679934|484129|17168|8679934|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|TNL EXPREES|TNL EXPRESS SA DE CV|484129|Otro autotransporte foráneo de carga general|51 a 100 personas|CALLE|PONIENTE 148|961||0|COLONIA|INDUSTRIAL VALLEJO|||02300|1165|014||ROBERTO.CERVANTES@TNL.COM.MX||2019-11|19.50555675|-99.17317827||AVENIDA|CEYLAN|CALLE|NINGUNO|CALLE|PONIENTE 146|09002484210000225000015657S0
17564|9232025|484119|17169|9232025|11|GUANAJUATO|037|Silao de la Victoria|0001|Silao de la Victoria|TNL EXPRESS||484119|Otro autotransporte local de carga general|6 a 10 personas|CALLE|LIBRAMIENTO NORTE|3200|||COLONIA|BARRIO NUEVO|||36100|0066|017|8671925112|ALVARORODRIGUEZ@TNL.COM.MX|WWW.TNL.COM|2020-04|20.95486941|-101.42362587||AVENIDA|LUIS H. DUCOING|CALLE|ANTIGUO CAMINO A PABILEROS|AVENIDA|LUIS H. DUCOING|11037484119000012000015657S7
17564|1690760|484129|17170|1690760|14|JALISCO|039|Guadalajara|0001|Guadalajara|TNL EXPRESS|TNL EXPRESS SA DE CV|484129|Otro autotransporte foráneo de carga general|11 a 30 personas|AVENIDA|DOCTOR R. MICHEL|2051|||COLONIA|ATLAS|||44480|2605|029|3336396617|||2014-12|20.64058799|-103.33438325||CALLE|RIO LA BARCA|CALLE|RIO ATOTONILCO|CALLE|RÍO DE LA LOZA|14039484129001353000015657S6
17564|9291379|484129|17171|9291379|15|MÉXICO                      |095|Tepotzotlán|0001|Tepotzotlán|TNL  EXPRESS|TNL EXPRESS SA DE CV|484129|Otro autotransporte foráneo de carga general|0 a 5 personas|CALLE|TEJOCOTES||||BARRIO|TEXCACOA|||54605|041A|001||||2020-11|19.70312203|-99.21168958||CALLE|LIBRAMIENTO SUR 2|CALLE|NINGUNO|CALLE|LIBRAMIENTO SUR 2|15095484129000361000015657S1
17564|9295114|484129|17172|9295114|19|NUEVO LEÓN   |021|General Escobedo|0001|Ciudad General Escobedo|TRANSPORTE EXPRESS|TNL EXPRESS SA DE CV|484129|Otro autotransporte foráneo de carga general|11 a 30 personas|CARRETERA|LIBRAMIENTO NORESTE||||FRACCIONAMIENTO|NUEVA CASTILLA|||66052|1380|053||||2020-11|25.82851618|-100.27634858||CALLE|NINGUNO|CALLE|NINGUNO|CARRETERA|LIBRAMIENTO NORESTE|19021484129001433000000000U9
17564|6163021|484129|17173|6163021|28|TAMAULIPAS|027|Nuevo Laredo|0001|Nuevo Laredo|TNL EXPRESS SA DE CV|TNL EXPRESS SA DE CV|484129|Otro autotransporte foráneo de carga general|251 y más personas|CALLE|CARRETERA AL AEROPUERTO KILOMETRO 1|0|||COLONIA|ENRIQUE CARDENAS GONZALEZ|||88296|0811|001||NMORENO@TNL.COM.MX|WWW.TNL.COM|2010-07|27.42646785|-99.54190708||CALLE|MONTERREY|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|28027484239000165000015657M1
17569|2431743|325211|17174|2431743|15|MÉXICO                      |076|San Mateo Atenco|0001|San Mateo Atenco|RESINAS COLORES Y COMPUESTOS|RESINAS COLORES Y COMPUESTOS SA DE CV|325211|Fabricación de resinas sintéticas|51 a 100 personas|CALLE|INDEPENDENCIA|103||0|COLONIA|REFORMA|||52120|0414|031||RHUMANOS@RCCMEX.COM.MX|WWW.RCCMEX.COM.MX|2014-12|19.28862857|-99.55899785||CALLE|BENITO JUÁREZ|BOULEVARD|MIGUEL ALEMÁN|AVENIDA|PASEO TOLLOCAN|15106325999000105120019296M6
17569|8667431|325211|17175|8667431|19|NUEVO LEÓN   |039|Monterrey|0001|Monterrey|RESINAS COLORES Y COMPUESTOS|RESINAS COLORES Y COMPUESTOS SA DE CV|325211|Fabricación de resinas sintéticas|6 a 10 personas|CALLE|DIVISION DEL SUR|5013|||COLONIA|PLUTARCO ELIAS CALLES|||64108|3343|043||MARIO.JUAMBELZ@RCCMEX.COM.MX||2019-11|25.75126923|-100.38997609||CALLE|EJERCITO NACIONAL|AVENIDA|ABRAHAM LINCOLN|CALLE|PARTIDO NACIONAL REVOLUCIONARIO|19039325211000041000000000S2
17569|3593445|434222|17176|3593445|22|QUERÉTARO                               |014|Querétaro|0001|Santiago de Querétaro|RESINAS COLORES Y COMPUESTOS|RESINAS COLORES Y COMPUESTOS SA DE CV|434222|Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial|0 a 5 personas|PRIVADA|NINGUNO|84||0|RESIDENCIAL|ITALIA|PARQUE COMERCIAL QUERÉTARO|39|76179|1142|042||||2014-12|20.59040687|-100.42234712|OTRO CONGLOMERADO|PRIVADA|NINGUNO|PRIVADA|NINGUNO|PRIVADA|NINGUNO|22014434223000071000019296S0
17571|982666|512111|17177|982666|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|CAMARA CORP|CAMARA CORP SA DE CV|512111|Producción de películas|0 a 5 personas|AVENIDA|DIVISION DEL NORTE|2462|CONDOMINIO CINEMATOGRAFICO|401|COLONIA|PORTALES SUR|||03300|0990|015||PATYMENDOZA2009@HOTMAIL.COM||2010-07|19.35874713|-99.15329144||CALLE|AJUSCO|CALLE|NEVADO|CALLE|SARATOGA|09014512111000021010000000U4
17575|53185|622111|17178|53185|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|HOSPITAL SAN ANGEL|GRUPO MEDICO DE MEXICALI SC|622111|Hospitales generales del sector privado|31 a 50 personas|AVENIDA|REFORMA||||COLONIA|SEGUNDA SECCION|||21100|4238|011|6865557001|SANANGEL.HOSPITAL@HOTMAIL.COM||2010-07|32.66427084|-115.47527583||CALLE|LUIS CASTRO LOPEZ|CALLE|DOCTOR GASTON SALAZAR (D)|CALLEJON|REFORMA|02002621111002934000000000U6
