14025|136254|433510|25755|136254|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|PROYECTOS Y EQUIPOS DEL NOROESTE|PROYECTOS Y EQUIPOS DEL NOROESTE SA DE CV|433510|Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca|6 a 10 personas|CALZADA|CUAUHTEMOC (AVIACION)|873|||FRACCIONAMIENTO|SONORA|||21210|4280|005|6868414337|VENTAS@PROYECTOSYEQUIPOS.COM||2010-07|32.65839196|-115.43436177||CALLE|RIO CULIACAN|CALLE|RIO MOCORITO|AVENIDA|REPÚBLICA DE URUGUAY|02002466112000492000000000U3
14025|7440498|811312|25756|7440498|04|CAMPECHE|003|Carmen|0001|Ciudad del Carmen|PROYECTOS INSTALACIONES Y MANTENIMIENTO A EQUIPO DINAMICO|PROYECTOS INSTALACIONES Y MANTENIMIENTO A EQUIPOS DINAMICO SA DE CV|811312|Reparación y mantenimiento de maquinaria y equipo industrial|0 a 5 personas|AVENIDA|JUAREZ|16|||COLONIA|BENITO JUAREZ|||24180|1121|012|9381061252|PIMEDSA@OUTLOOK.COM||2019-11|18.64239197|-91.81518418||CALLE|19|PRIVADA|NINGUNO|CALLE|60|04003811312001341000000000U5
14025|389665|435311|25757|389665|07|CHIAPAS|101|Tuxtla Gutiérrez|0001|Tuxtla Gutiérrez|PROCOMSE|PROYECTOS DE COMUNICACIÓN Y EQUIPOS DE SEGURIDAD SA DE CV|435311|Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía|11 a 30 personas|CALZADA|IGNACIO ZARAGOZA|1526|||BARRIO|HIDALGO|||29043|0518|022|9616131994|PROCOMSA_SEGURIDAD@HOTMAIL.COM|WWW.PROYECTOSDECOMUNICACION.MX|2014-12|16.75600698|-93.10312190||CALLE|DECIMA CUARTA ORIENTE NORTE|AVENIDA|QUINTA NORTE ORIENTE|AVENIDA|CUARTA NORTE ORIENTE|07101435311000213000000000U4
14025|7274886|238222|25758|7274886|08|CHIHUAHUA|032|Hidalgo del Parral|0001|Hidalgo del Parral|COMERCIALIZADORA DE EQUIPOS PROYECTOS Y ASESORIA HINOJOS CLIMA||238222|Instalaciones de sistemas centrales de aire acondicionado y calefacción|0 a 5 personas|CALLE|ANGELA PERALTA|0||0|COLONIA|CENTRO|||33800|0443|024|6275245756|JORODAC@HOTMAIL.COM||2019-11|26.92954265|-105.65674705||PRIVADA|ÁNGELA PERALTA|CALLE|RIVERA DEL OJITO|CALLE|MELCHOR OCAMPO|08032238222000041000000000U3
14025|7248745|238210|25759|7248745|08|CHIHUAHUA|037|Juárez|0001|Juárez|PROYECTOS EQUIPOS Y MATERIALES|PROYECTOSEEQUIPOSY MATERIALESS SA DE CV|238210|Instalaciones eléctricas en construcciones|0 a 5 personas|AVENIDA|TECNOLOGICO|3160|||FRACCIONAMIENTO|PRADERA DORADA|||32610|2094|015||||2019-11|31.69903659|-106.42434602||CALLE|RANCHO AGUA CALIENTE|CALLE|ACEQUIA ROMERO NORTE     CANAL|CALLE|RANCHO DIAMANTE|08037238210000381000000000U7
14025|744999|561620|25760|744999|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|COMERCIALIZADORA DE EQUIPO DE SEGURIDAD SERVICIOS Y PROYECTOS DE ACTUALIZACION TECNOLOGICA SPAT|SERVICIOS Y PROYECTOS DE ACTUALIZACION TECNOLOGICA SPAT SA DE CV|561620|Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad|11 a 30 personas|CALLE|TAMEMES|21||21|COLONIA|CENTRAL DE ABASTOS|||09030|2403|004|5556002464|||2010-07|19.38188626|-99.08875792||CALLE|NINGUNO|CALLE|NINGUNO|CALLE|POCHITECAS|09007811312001582000000000U0
14025|8482377|435319|25761|8482377|11|GUANAJUATO|020|León|0001|León de los Aldama|VENTAS DE EQUIPO DE BOMBEO AUXILIAR|PROYECTOS INSTALACIONES INSTRUCCIONES SA DE CV|435319|Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales|0 a 5 personas|CALLE|LICENCIADO JOSE HERNANDEZ DELGADO|206|||COLONIA|LAS TROJES|||37227|2436|008|4773945038|VENTAL@PICSABOMBAS.COM.MX|WWW.PICSABOMBAS.COM.MX|2019-11|21.13807401|-101.66357425||CALLE|ALHONDIGA|CALLE|DOMINGO DE MENDIOLA|CALLE|JUAN DE PEREDO|11020435319001551000000000S5
14025|7903102|467117|25762|7903102|12|GUERRERO|046|Ometepec|0001|Ometepec|PROYECTOS Y VENTAS DE EQUIPOS DE PANELES SOLARES||467117|Comercio al por menor de artículos para albercas y otros artículos|0 a 5 personas|AVENIDA|CUAUHTEMOC||EDIFICIO SIN NOMBRE||BARRIO|SAN JOSE|EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE|SN|41707|013A|014||||2019-11|16.68981958|-98.40716821|EDIFICIO COMERCIAL Y DE SERVICIOS|CALLE|JUAN RUIZ DE ALARCON|CALLE|PEDRO ASCENCIO|CALLE|NIÑOS HÉROES|12046467117000011000000000U4
14025|1739692|333319|25763|1739692|14|JALISCO|098|San Pedro Tlaquepaque|0001|Tlaquepaque|PROYECTOS DE INGENIERIA INTEGRADA VENTA DE EQUIPO PARA TRATAMIENTO DE AGUA|PROYECTOS E INGENIERÍA INTEGRADA SA DE CV|333319|Fabricación de otra maquinaria y equipo para el comercio y los servicios|11 a 30 personas|CALLE|CALLE DEL LABRADOR|1467|||COLONIA|COLONIA ARTESANOS|||45590|1646|029|3338543133|||2014-12|20.58370155|-103.34084642||CALLE|CALLE DEL  ZAPATERO|CALLE|CALLE DEL SOL|CALLE|CALLE DEL  ZAPATERO|14098333319000043000000000U0
14025|1830841|332710|25764|1830841|14|JALISCO|039|Guadalajara|0001|Guadalajara|PROYECTOS MECANIZADOS Y EQUIPOS PARA CARAMELO ACEVES|PROYECTOS MECANIZADOS Y EQUIPOS PARA CARAMELO ACEVES SA DE CV|332710|Maquinado de piezas metálicas para maquinaria y equipo en general|0 a 5 personas|CALLE|8|1490|||COLONIA|COLONIA FERROCARRIL|||44440|5347|004||||2010-07|20.65059036|-103.35213805||CALLE|HEROE DE NACOZARI|CALLE|HEROES FERROCARRILEROS|CALLE|8-A|14039333510000091000000000U7
