22167|7827639|461110|12746|7827639|21|PUEBLA|114|Puebla|0194|San Sebastián de Aparicio|MISCELANEA OCELOTL||461110|Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas|0 a 5 personas|CALLE|MORELOS||||OTRO (ESPECIFIQUE)|SAN SEBASTIAN APARICIO|||72219|3258|082||||2019-11|19.10344254|-98.15902474||CALLE|MORELOS|CALLE|MORELOS|OTRO (ESPECIFIQUE)|NINGUNO|21114461110141731000000000U3
22167|3434181|461110|12747|3434181|21|PUEBLA|119|San Andrés Cholula|0013|San Bernardino Tlaxcalancingo|MISCELANEA OCELOTL||461110|Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas|0 a 5 personas|CALLE|CONSTITUCION||||PUEBLO|XINACATLA|||72820|0349|025||||2010-07|19.02201146|-98.27486112||CALLE|NINGUNO|PRIVADA|NINGUNO|PRIVADA|NICOLÁS BRAVO|21119461110003431000000000U6
22167|4387665|312112|12748|4387665|30|VERACRUZ DE IGNACIO DE LA LLAVE|121|Ozuluama de Mascareñas|0001|Ozuluama de Mascareñas|PURIFICADORA OCELOTL||312112|Purificación y embotellado de agua|0 a 5 personas|CALLE|NACIONAL HIDALGO||||COLONIA|LA ROMA|||92080|0276|006|8492570009|||2010-07|21.66137343|-97.85155122||CALLE|ADOLFO LOPEZ MATEOS|CALLE|GALEANA|CALLE|ADOLFO LÓPEZ MATEOS|30121312112000011000000000U1
22167|8396798|467115|12749|8396798|30|VERACRUZ DE IGNACIO DE LA LLAVE|044|Córdoba|0001|Córdoba|JARCERIA OCELOTL||467115|Comercio al por menor de artículos para la limpieza|0 a 5 personas|CALLE|11|2018|EDIFICIO SIN NOMBRE||COLONIA|CENTRO|||94500|0063|016|2712315607|||2019-11|18.89448450|-96.92877853||AVENIDA|8|AVENIDA|10|CALLE|13|30044467115000741000000000U3
22167|4359767|465311|12750|4359767|30|VERACRUZ DE IGNACIO DE LA LLAVE|137|Los Reyes|0001|Los Reyes|PAPELERIA Y REGALOS OCELOTL||465311|Comercio al por menor de artículos de papelería|0 a 5 personas|CALLE|NINGUNO||||BARRIO|HUAXTECATL|||95060|0026|028||||2010-07|18.67140273|-97.04386499||CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO|30137465311000011000000000U0
22168|8631|811112|12751|8631|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|CENTRO DE SERVICIO MARVIC||811112|Reparación del sistema eléctrico de automóviles y camiones|0 a 5 personas|CALLE|REINAS DE LA FERIA|402||0|FRACCIONAMIENTO|RODOLFO LANDEROS GALLEGOS|||20170|2812|015|4491710221|||2010-07|21.89936904|-102.25297954||CALLE|HAYDEE ROMERO|AVENIDA|SIGLO XXI|CALLE|ESCARAMUZA|01001811112000351000000000U6
