27594|6147421|236221|53153|6147421|16|MICHOACÁN DE OCAMPO       |053|Morelia|0001|Morelia|INTEGRADORA TOTAL MEXICANA, SA DE CV|INTEGRADORA TOTAL MEXICANA SA DE CV|236221|Edificación de inmuebles comerciales y de servicios, excepto la supervisión|11 a 30 personas|CALLE|MIL CUMBRES|115|||COLONIA|LOAS DE GUAYANGAREO|||58260|0912|021|4432041267|ITM_TOTAL@HOTMAIL.COM||2010-07|19.70155887|-101.16229886||CALLE|TANCITARO|CALLE|VIRREY ANTONIO DE BUCARELI|CALLE|CERRO AZUL|16053236221001234001000000U3
27597|2747125|466211|53154|2747125|16|MICHOACÁN DE OCAMPO       |053|Morelia|0001|Morelia|VENTA DE EQUIPO DE COMPUTO AL MENUDEO CRC DE MÉXICO|CRC DE MEXICO SA DE CV|466211|Comercio al por menor de mobiliario, equipo y accesorios de cómputo|11 a 30 personas|BOULEVARD|GARCIA DE LEON|980||5|COLONIA|LAS CAMELINAS|||58280|1959|017||ADMON@CRCDEMEXICO.COM.MX|WWW.CRCDEMEXICO.COM.MX|2010-07|19.68946468|-101.16965028||CALLE|ANTONIO DEL MORAL (LICENCIADO)|CALLE|GOBERNADOR JUAN B. CEBALLOS|CALLE|SANTOS DEGOLLADO|16053511210000042000000000M0
27599|1233700|434111|53155|1233700|11|GUANAJUATO|028|Salvatierra|0001|Salvatierra|LA NUEVA SIEMBRA|LA NUEVA SIEMBRA SA DE CV|434111|Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra|0 a 5 personas|AVENIDA|GLORIETA|109|||COLONIA|SAN BUENA VENTURA|||38900|0230|014|4666631546|||2014-12|20.21811187|-100.89292156||AVENIDA|GLORIETA|CALLE|16 DE SEPTIEMBRE|PROLONGACION|FRAY ANDRÉS DE SAN MIGUEL|11028434111000351000000000S6
27599|2633286|434111|53156|2633286|16|MICHOACÁN DE OCAMPO       |003|Álvaro Obregón|0001|Álvaro Obregón|LA NUEVA SIEMBRA||434111|Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra|0 a 5 personas|CALLE|AQUILES SERDAN|16|||COLONIA|16 DE MAYO|||58920|008A|001||||2014-12|19.82782407|-101.03873230||CALLE|16 DE MAYO|PRIVADA|AQUILES SERDAN|PRIVADA|NINGUNO|16003434111000041000000000S1
27599|6209133|434111|53157|6209133|16|MICHOACÁN DE OCAMPO       |053|Morelia|0001|Morelia|NUEVA SIEMBRA|LA NUEVA SIEMBRA SA DE CV|434111|Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra|0 a 5 personas|CALLE|ELIAS MIRANDA|782|||COLONIA|ARTICULO 27 CONSTITUCIONAL|||58210|250A|015|4433145606|||2010-07|19.71350656|-101.17078591||CALLE|VICENTE SALGADO|CALLE|VICENTE SALGADO|CALLE|VICENTE SALGADO|16053434111000101000000000U8
27601|9135541|432130|53158|9135541|16|MICHOACÁN DE OCAMPO       |020|Cuitzeo|0001|Cuitzeo del Porvenir|MERCANTIL CUITZEO|MERCANTIL CUITZEO SA DE CV|432130|Comercio al por mayor de calzado|0 a 5 personas|CALLE|LAZARO CARDENAS NORTE|4|||COLONIA|CENTRO|||58840|0108|017||||2019-11|19.96965406|-101.14036942||CALLE|MIGUEL HIDALGO|AVENIDA|BENITO JUAREZ ORIENTE|CALLE|JOSÉ MARÍA MORELOS NORTE|16020432130000011000047015M0
27601|8941517|462112|53159|8941517|16|MICHOACÁN DE OCAMPO       |020|Cuitzeo|0016|San Agustín del Pulque|LOS ARCOS I1I|MERCANTIL CUITZEO SA DE CV|462112|Comercio al por menor en minisupers|0 a 5 personas|CALLE|JOSE MARIA MORELOS||||LOCALIDAD|MARIANO ESCOBEDO|||58841|0076|033||||2019-11|19.96545746|-101.06873790||CALLE|NINGUNO|CALLE|NICOLAS BRAVO|CALLE|VICENTE GUERRERO|16020462112000061000047015S6
27601|8202907|466111|53160|8202907|16|MICHOACÁN DE OCAMPO       |020|Cuitzeo|0001|Cuitzeo del Porvenir|LOS LEONES MERCANTIL CUITZEO SOCIEDAD ANONIMA DE CAPITAL VARIABLE|LOS LEONES MERCANTIL CUITZEO SA DE CV|466111|Comercio al por menor de muebles para el hogar|0 a 5 personas|CALLE|LAZARO CARDENAS NORTE|40|||COLONIA|CENTRO|||58840|0108|002|4431882114|MERCANTILCUITZEOQ@HOTMAIL.COM||2019-11|19.97150620|-101.14003479||CALLE|MARIANO MATAMOROS|CALLE|IGNACIO ALLENDE ORIENTE|CALLE|JOSÉ MARÍA MORELOS NORTE|16020466111000051000000000S5
27601|2754769|461110|53161|2754769|16|MICHOACÁN DE OCAMPO       |020|Cuitzeo|0001|Cuitzeo del Porvenir|MERCANTIL CUITZEO LO ARCOS II SOCIEDAD ANONIMA DE CAPITAL VARIABLE|MERCANTIL CUITZEO LOS ARCOS II SA DE CV|461110|Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas|6 a 10 personas|CALLE|JOSE MARIA MORELOS NORTE|34|||COLONIA|CENTRO|||58840|0108|013|4553570073|MERCANTILCUITZEO@HOTMAILL.COM||2010-07|19.97059753|-101.13938126||CALLE|IGNACIO ALLENDE ORIENTE|CALLE|MIGUEL HIDALGO|CALLE|NICOLÁS BRAVO|16020722219000622001000000S4
27601|9084794|463310|53162|9084794|16|MICHOACÁN DE OCAMPO       |020|Cuitzeo|0001|Cuitzeo del Porvenir|MERCANTIL CUITZEO SOCIEDAD ANONIMA DE CAPITAL VARIABLE|MERCANTIL CUITZEO SA DE CV|463310|Comercio al por menor de calzado|0 a 5 personas|CALLE|LAZARO CARDENAS NORTE||||COLONIA|CUITZEO DEL PORVENIR|||58840|0108|017|4431882141|||2019-11|19.96937560|-101.14041902||CALLE|MIGUEL HIDALGO|AVENIDA|BENITO JUAREZ ORIENTE|CALLE|JOSÉ MARÍA MORELOS NORTE|16020463310000441000000000S9
