27806|7990856|467117|53629|7990856|31|YUCATÁN       |050|Mérida|0001|Mérida|PISCINAS MASTER POOL||467117|Comercio al por menor de artículos para albercas y otros artículos|0 a 5 personas|AVENIDA|JACINTO CANEK (59A)||||FRACCIONAMIENTO|PASEO DE LAS FUENTES|||97225|2748|043||||2019-11|20.97913919|-89.64637234||CALLE|59A|CALLE|98|CALLE|59A|31050467117000431000000000S3
27806|8044999|467117|53630|8044999|31|YUCATÁN       |050|Mérida|0001|Mérida|PISCINAS MASTER POOL|PISCINAS MASTER POOL S DE RL DE CV|467117|Comercio al por menor de artículos para albercas y otros artículos|0 a 5 personas|CALLE|7||||COLONIA|MAYA|||97134|5013|020||CHALOSOSA@HOTMAIL.COM|WWW.MASTERPOOOLYUCATAN.COM|2019-11|21.01632173|-89.58293552||CALLE|30|CALLE|28|CALLE|9|31050467117000491000000000S7
27806|8335229|467117|53631|8335229|31|YUCATÁN       |050|Mérida|0001|Mérida|PISCINAS MASTER POOL|PISCINAS MASTER POOL S DE RL DE CV|467117|Comercio al por menor de artículos para albercas y otros artículos|0 a 5 personas|CALLE|24A|302|||COLONIA|BUGAMBILIAS CHUBURNA|||97205|2451|042||CHALOSOSA@HOTMAIL.COM|WWW.MASTERPOOLYUCATAN.COM|2019-11|21.02981699|-89.63668121||AVENIDA|1 (7)|CALLE|1B|CALLE|26 (32)|31050467117000461000000000S0
27806|8353202|467117|53632|8353202|31|YUCATÁN       |050|Mérida|0001|Mérida|PISCINAS MASTER POOL|PISCINAS MASTER POOL S DE RL DE CV|467117|Comercio al por menor de artículos para albercas y otros artículos|0 a 5 personas|CALLE|39|598|||COLONIA|LEANDRO VALLE|||97306|199A|036||CHALOSOSA@HOTMAIL.COM|WWW.MASTERPOOLYUCATAN.COM|2019-11|20.99724923|-89.55279455||CALLE|18|CALLE|16|CALLE|37|31050467117000521000000000S1
27808|4521936|463214|53633|4521936|31|YUCATÁN       |050|Mérida|0001|Mérida|G CANDILA|CANCUMISA SA DE CV|463214|Comercio al por menor de disfraces, vestimenta regional y vestidos de novia|0 a 5 personas|CALLE|60||||COLONIA|CENTRO|||97000|0455|020||||2014-12|20.97074306|-89.62235575||CALLE|55|CALLE|57|CALLE|58|31050463211009481010000000S4
27808|6223379|463214|53634|6223379|31|YUCATÁN       |050|Mérida|0001|Mérida|G CANDILA GUAYABERAS|CANCUMISA SA DE CV|463214|Comercio al por menor de disfraces, vestimenta regional y vestidos de novia|0 a 5 personas|AVENIDA|COLON (33A)|451|CENTRO Y PLAZA COMERCIAL|57|COLONIA|CENTRO|AMERICANA|57|97000|0224|004||MESADESERVICIO.@GUAYABERA.COM.MX||2010-07|20.98595606|-89.61865092|CENTRO Y PLAZA COMERCIAL|AVENIDA|PASEODE MONTEJO|CALLE|60|AVENIDA|CUPULES (33)|31050463211009211010000000S5
27809|4534368|325610|53635|4534368|31|YUCATÁN       |041|Kanasín|0001|Kanasín|QUIMICA PENINSULAR|QUIMICA PENINSULAR SA DE CV|325610|Fabricación de jabones, limpiadores y dentífricos|11 a 30 personas|CALLE|56||||COLONIA|XELPAC|||97370|0367|015||||2014-12|20.94135303|-89.57700421||CALLE|71A|CALLE|71|CALLE|54|31041325610000012001000000S6
27812|8060268|435313|53636|8060268|31|YUCATÁN       |050|Mérida|0001|Mérida|EQUIPOS Y BIENES TERAPEUTICOS|EQUIPOS Y BIENES TERAPEUTICOS SA DE CV|435313|Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio|6 a 10 personas|CALLE|2A||||COLONIA|GUSTAVO DIAZ ORDAZ|||97130|1608|012||CONTABILIDAD@EBT.COM.MX||2019-11|21.00278801|-89.58941325||CALLE|7|CALLE|9|CALLE|2|31050435313001452000000000U2
27812|4583790|532281|53637|4583790|31|YUCATÁN       |050|Mérida|0001|Mérida|DRESS  ME|EQUIPOS Y BIENES TERAPEUTICOS SA DE CV|532281|Alquiler de prendas de vestir|0 a 5 personas|CALLE|19|429|||CONDOMINIO|JARDINES DE MERIDA|||97135|1716|019|9992393451|||2010-07|21.00346998|-89.58749387||CALLE|20|CALLE|7|CALLE|15|31050433110000283011000000U4
27813|4538279|518210|53638|4538279|31|YUCATÁN       |050|Mérida|0001|Mérida|SOLUCIONES ADVANS|SOLUCIONES ADVANS SA DE CV|518210|Procesamiento electrónico de información, hospedaje y otros servicios relacionados|11 a 30 personas|CALLE|1A|334||0|COLONIA|CAMPESTRE|||97120|2396|008||BFATIMA@ADVANS.MX|WWW.ADVANS.MX|2014-12|21.00476328|-89.61503536||CALLE|44 (6)|CALLE|42|CALLE|1B|31050518210000072001000000U7
27814|9154516|467111|53639|9154516|31|YUCATÁN       |050|Mérida|0001|Mérida|AIXETES|AIXETES SA DE CV|467111|Comercio al por menor en ferreterías y tlapalerías|6 a 10 personas|CALLE|16|338|||COLONIA|ITZIMNA|||97100|0169|041||AIXETES@.COM.MX|WWW.AIXETES.COM.MX|2019-11|20.98901731|-89.61006758||AVENIDA|ITZIMNA (8)|CALLE|21A|CALLE|21A|31050467111010582000000000M4
